time_tick,lac_X_value,lac_Y_value,lac_Z_value
6.656071,-1.589307,0.524104,-0.073091
6.681187,-1.585753,0.519483,-0.085197
6.696202,-1.587946,0.511467,-0.093191
6.716252,-1.629987,0.540782,-0.104451
6.736333,-1.535596,0.563284,-0.136860
6.761449,-1.571658,0.489637,-0.079315
6.776463,-1.536318,0.500840,-0.095333
6.796513,-1.618155,0.562898,-0.119875
6.816594,-1.665006,0.542286,-0.088672
6.836644,-1.625484,0.489245,-0.080843
6.856725,-1.595881,0.495933,-0.124885
6.876775,-1.586262,0.566810,-0.142719
6.896825,-1.595194,0.550232,-0.093046
6.921941,-1.585642,0.489850,-0.106151
6.936955,-1.592360,0.516362,-0.140496
6.957036,-1.515170,0.494204,-0.096052
6.977086,-1.500337,0.503066,-0.039946
6.997166,-1.538574,0.520683,-0.101784
7.017217,-1.585274,0.544302,-0.129752
7.037297,-1.570721,0.544161,-0.119585
7.052342,-1.547400,0.502834,-0.116214
7.082463,-1.535000,0.505208,-0.115336
7.092473,-1.560324,0.527904,-0.103515
7.117528,-1.602083,0.561861,-0.059725
7.137608,-1.643710,0.507213,-0.073285
7.162694,-1.600544,0.491829,-0.141514
7.177739,-1.603981,0.559431,-0.121150
7.192815,-1.596426,0.557327,-0.088873
7.212865,-1.579654,0.524814,-0.111419
7.247958,-1.608146,0.526138,-0.109097
7.252993,-1.608678,0.526064,-0.109082
7.273043,-1.558132,0.519277,-0.097889
7.293124,-1.558867,0.501680,-0.125887
7.313174,-1.559613,0.496300,-0.102559
7.333255,-1.580427,0.504295,-0.038342
7.353305,-1.527385,0.493064,-0.070618
7.373385,-1.551334,0.525428,-0.149100
7.398410,-1.608419,0.570536,-0.108016
7.413485,-1.584794,0.548052,-0.092457
7.433566,-1.584506,0.475234,-0.081088
7.453616,-1.609591,0.505957,-0.099051
7.478671,-1.597236,0.539368,-0.071717
7.493746,-1.567608,0.520440,-0.052467
7.513827,-1.563839,0.544674,-0.103992
7.533877,-1.632618,0.618585,-0.224822
7.553927,-1.524763,0.495147,-0.183592
7.574008,-1.520129,0.381704,-0.041326
7.594058,-1.582362,0.445078,0.000685
7.614138,-1.590245,0.592049,-0.115597
7.634188,-1.611498,0.596281,-0.109513
7.654269,-1.596701,0.547167,-0.139384
7.674319,-1.636896,0.531028,-0.162218
7.694400,-1.586758,0.527539,-0.147705
7.719424,-1.511941,0.406303,-0.080884
7.734500,-1.489231,0.402049,-0.070197
7.754580,-1.525401,0.510503,-0.089107
7.774630,-1.573625,0.582926,-0.097089
7.799685,-1.570426,0.561076,-0.168829
7.814761,-1.583996,0.547769,-0.163193
7.834841,-1.625094,0.545613,-0.153021
